id,highway,name,NHS,bicycle,hgv,hgv:national_network,lanes,oneway,ref,source:hgv:national_network,tiger:cfcc,tiger:county,tiger:name_base,tiger:name_type,tiger:reviewed,tiger:separated,tiger:source,tiger:tlid,tiger:zip_left,tiger:zip_right,created_by,tiger:zip_left_1,service,maxspeed,lcn_ref,access,cycleway,name_1,tiger:name_base_1,tiger:name_type_1,foot,tiger:upload_uuid,bridge,layer,old_ref,junction,incline,destination,surface,history,toll,FIXME,noname,motor_vehicle,maxheight,note,sidewalk,fixme,old_name,oneway:bicycle,hgv:state_network,source:hgv:state_network,tiger:name_direction_prefix,tiger:zip_left_2,tiger:zip_right_1,tiger:zip_right_2,trolley_wire,maxweight,parking:condition:both,parking:condition:both:maxstay,parking:condition:both:residents,parking:condition:both:time_interval,parking:condition:left:2,parking:condition:left:2:reason,parking:condition:left:2:time_interval,parking:condition:right:2,parking:condition:right:2:reason,parking:condition:right:2:time_interval,alt_name,cycleway:left,noexit,parking:condition:left,parking:condition:right,parking:condition:right:maxstay,parking:condition:right:residents,parking:condition:right:time_interval,tiger:zip_left_3,tiger:zip_left_4,tiger:zip_right_3,cycleway:right,horse,note:name,source:name,pedestrians,tiger:name_direction_suffix,cutting,psv,source,construction,area,lcn,motorcar,addr:street,tourism,parking:lane:both,wikipedia,name:zh,maxspeed:hgv,tunnel,note:highway,source:destination,old_name_1,tiger:name_base_2,footway,lit,wheelchair,tracktype,vehicle,hazard:bicycle,note:lanes,ele,gnis:county_id,gnis:created,gnis:feature_id,gnis:reviewed,gnis:state_id,note:lcn,paved,bridge:movable,car,width,maxspeed:trailer,bridge:alt_name,bridge:name,bridge:old_name,gosm:sig:8CBDE645,motorcycle,parking:lane:left,parking:lane:right,short_name,railway,waterway,step_count,website,access:backward,man_made,loc_name,official_name,bridge:structure,colour,historic,start_date,wikipedia:de,wikipedia:en,leisure,public,localwiki,access:conditional,smoothness,steps,parking:condition:left:maxstay,parking:condition:left:residents,parking:condition:left:time_interval,name_base,name_type,addr:housenumber,proposed,direction,hov,description,pedestrian,designation,embankment,segregated,bus,trail_visibility,turn:lanes,contact:phone,diet:halal,opening_hours
225840330,primary,Lincoln Way,,,,,,yes,,,,San Francisco, CA,,,,,,,,,,,,35 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225840332,primary,Skyline Boulevard,,,designated,,2,yes,CA 35,,,,,,,,,,,,,,,40 mph,91,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Caltrans http://www.dot.ca.gov/hq/traffops/trucks/truckmap/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225840334,primary,Skyline Boulevard,,,designated,,2,yes,CA 35,,A35,San Francisco, CA,Skyline,Blvd,,,,,94132,,,,,40 mph,91,,,,State Highway 35,,,,,,,,,,,,,,,,,,,,,,yes,Caltrans http://www.dot.ca.gov/hq/traffops/trucks/truckmap/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225840336,primary,Sloat Boulevard,,,,,,yes,,,A45,San Francisco, CA,Sloat,Blvd,,,,,,,,,,35 mph,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225840339,primary,Sloat Boulevard,,,,,,yes,,,A45,San Francisco, CA,Sloat,Blvd,,,,,,,,,,35 mph,50,,,Sloat Avenue,Sloat,Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225840340,tertiary,Vicente Street,,designated,,,,,,,A41,San Francisco, CA,Vicente,St,,,,,94116,94116,,,,25 mph,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225840341,tertiary,Vicente Street,,designated,,,,,,,A41,San Francisco, CA,Vicente,St,,,,,94116,94116,,,,25 mph,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225840343,tertiary,Winston Drive,,,,,,,,,A45,San Francisco, CA,Winston,Dr,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225840344,tertiary,Winston Drive,,,,,,yes,,,A45,San Francisco, CA,Winston,Dr,,,,,94132,,,,,,75;86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225840345,trunk,19th Avenue,,,designated,,3,yes,CA 1,,A41,San Francisco, CA,19th,Ave,,,,,94132,94132,,,,35 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Caltrans http://www.dot.ca.gov/hq/traffops/trucks/truckmap/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225840346,trunk,19th Avenue,,,designated,,3,yes,CA 1,,A41,San Francisco, CA,19th,Ave,,,,,94132,94132,,,,35 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Caltrans http://www.dot.ca.gov/hq/traffops/trucks/truckmap/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225840348,residential,33rd Avenue,,,,,,,,,A41,San Francisco, CA,33rd,Ave,yes,,,,94121,94121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225840349,tertiary,34th Avenue,,,,,,,,,,San Francisco, CA,34th,Ave,,,,,94121,94121,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225840350,tertiary,34th Avenue,,,,,,,,,,San Francisco, CA,34th,Ave,,,,,94121,94121,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225840351,residential,45th Avenue,,,,,,,,,A41,San Francisco, CA,45th,Ave,,,,,94121,94121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225840352,residential,45th Avenue,,,,,,,,,A41,San Francisco, CA,45th,Ave,,,,,94121,94121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225840353,residential,46th Avenue,,,,,,,,,A41,San Francisco, CA,46th,Ave,,,,,94116,94116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225840355,residential,46th Avenue,,,,,,,,,A41,San Francisco, CA,46th,Ave,,,,,94116,94116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225840356,residential,47th Avenue,,,,,,,,,A41,San Francisco, CA,47th,Ave,,,,,94116,94116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847502,residential,Beach Street,,,,,,,,,A41,San Francisco, CA,Beach,St,,,,,94109,94133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847504,primary,Cesar Chavez Street,,,,,,,,,A41,San Francisco, CA,Cesar Chavez,St,,,,,94131,94131,,94131,,30 mph,60,,,,Army,St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Army Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847506,primary,Cesar Chavez Street,,,,,,,,,A41,San Francisco, CA,Cesar Chavez,St,,,,,94131,94131,,94131,,30 mph,60,,,,Army,St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Army Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847508,residential,Connecticut Street,,,,,,,,,A41,San Francisco, CA,Connecticut,St,no,,,,94107,94107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847510,unclassified,De Haro Street,,,,,,,,,A41,San Francisco, CA,,St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847511,residential,Donahue Street,,,,,,,,,A41,San Francisco, CA,Donahue,St,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847513,residential,Eddy Street,,,,,,,,,A41,San Francisco, CA,,St,,,,,94102,94102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847514,residential,Eddy Street,,,,,,no,,,A41,San Francisco, CA,,St,,,,,94102,94102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847516,residential,Galvez Avenue,,,,,,,,,A41,San Francisco, CA,Galvez,Ave,no,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847517,primary,Geary Street,,,,,,yes,,,A41,San Francisco, CA,Kearny; Geary,St,,,,,94109,94109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847519,secondary,Hayes Street,,,,,,yes,,,A41,San Francisco, CA,Hayes,St,,,,,94117,94117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847521,unclassified,Horn Avenue,,,,,,,,,A41,San Francisco, CA,Horn,Ave,no,,,,,,,,,,,private,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847522,tertiary,Hyde Street,,,,,,yes,,,A41,San Francisco, CA,Hyde,St,,,,,94109,94109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847523,tertiary,Larkin Street,,,,,,yes,,,A41,San Francisco, CA,Larkin,St,,,,,94109,94109,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847524,residential,Larkin Street,,,,,,,,,A41,San Francisco, CA,Larkin,St,,,,,94109,94109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847525,primary,Market Street,,yes,,,,,,,A45,San Francisco, CA,Market,St,,,,,,,,,,,,,lane,,,,yes,,,,,,,,paved,,,,,,,,both,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847526,primary,Market Street,,yes,,,,,,,A45,San Francisco, CA,Market,St,,,,,,,,,,,,,lane,,,,yes,,,,,,,,paved,,,,,,,,both,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847527,primary,North Point Street,,,,,,,,,A41,San Francisco, CA,North Point,St,,,,,94109,94109,,,,,2,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847529,primary,North Point Street,,,,,,,,,A41,San Francisco, CA,North Point,St,,,,,94109,94109,,,,,2,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847531,tertiary,Polk Street,,,,,,,,,A41,San Francisco, CA,,St,,,,,94109,94109,,,,25 mph,25,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847532,tertiary,Polk Street,,,,,,,,,A41,San Francisco, CA,,St,,,,,94109,94109,,,,25 mph,25,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847534,residential,Robinson Street,,,,,,,,,A41,San Francisco, CA,Robinson,St,no,,,,,,,,,,,private,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847536,residential,Wisconsin Street,,,,,,,,,A41,San Francisco, CA,Wisconsin,St,,,,,94107,94107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847537,residential,23rd Street,,,,,,,,,A41,San Francisco, CA,23rd,St,no,,,,94110,94110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225847539,residential,25th Street,,,,,,,,,A41,San Francisco, CA,25th,St,,,,,94110,94110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225853130,secondary,Fulton Street,,,,,,,,,A41,San Francisco, CA,Fulton,St,,,,,94117,94121,,,,35 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225853131,unclassified,Grove Street,,,,,,,,,A41,San Francisco, CA,Grove,St,,,,,94117,94117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225853133,unclassified,Grove Street,,,,,,,,,A41,San Francisco, CA,Grove,St,,,,,94117,94117,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225853134,unclassified,Grove Street,,,,,,,,,A41,San Francisco, CA,Grove,St,,,,,94117,94117,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225853135,residential,Hayes Street,,,,,,,,,A41,San Francisco, CA,Hayes,St,,,,,94117,94117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225853136,residential,Hayes Street,,,,,,,,,A41,San Francisco, CA,Hayes,St,,,,,94117,94117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225853138,residential,Laguna Street,,,,,,,,,A41,San Francisco, CA,Laguna,St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225853139,residential,Laguna Street,,,,,,,,,A41,San Francisco, CA,Laguna,St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225853140,residential,Shrader Street,,,,,,,,,A41,San Francisco, CA,Shrader,St,,,,,94117,94117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225853142,secondary,Stanyan Street,,,,,,,,,A41,San Francisco, CA,Stanyan,St,,,,,94114,94114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225853143,secondary,Stanyan Street,,,,,,,,,A41,San Francisco, CA,Stanyan,St,,,,,94114,94114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225854638,primary,Alemany Boulevard,,,,,,yes,,,A41:A64,San Francisco, CA,Alemany,Blvd,no,,,,,,,,,45 mph,,,,,,,,,,,US 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225854639,primary,Alemany Boulevard,,,,,,yes,,,A41:A45,San Francisco, CA,Alemany,Blvd,no,,,,94112,94110,,,,40 mph,,,,,,,,,,,US 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225854641,primary,Bayshore Boulevard,,,,,,yes,,,A45,San Francisco, CA,Bay Shore,Blvd,,,,,,,,,,35 mph,25,,,,,,,,,,US 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225854642,primary,Bayshore Boulevard,,,,,,yes,,,A41:A45,San Francisco, CA,Bay Shore,Blvd,,,,,,,,,,35 mph,,,,,,,,,,,US 101,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225854644,residential,Griffith Street,,,,,,,,,A41,San Francisco, CA,Griffith,St,,,,,94124,94124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225854645,residential,Griffith Street,,,,,,,,,A41,San Francisco, CA,Griffith,St,,,,,94124,94124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225854646,residential,Ingalls Street,,,,,,,,,A41,San Francisco, CA,Ingalls,St,,,,,94124,94124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
